,abs_loss,abs_val_loss,rel_loss,rel_val_loss
0,"[1025868.6875, 984780.0, 939150.375, 885328.8125, 809750.0, 657873.375, 476902.5, 335430.4375, 240955.703125, 177352.671875, 137916.03125, 130087.5390625, 130456.421875, 128688.8359375, 125642.5234375, 127276.421875, 125224.234375, 123513.3515625, 123188.1015625, 121026.265625, 119800.703125, 121118.296875, 119173.0234375, 115905.9375, 114737.7734375, 114270.328125, 113563.640625, 112358.5859375, 112472.9375, 111326.8984375, 107226.453125, 99174.546875, 109802.359375, 99844.6953125, 97337.203125, 90789.5546875, 91734.421875, 120099.2890625, 104283.7734375, 90474.765625, 89952.234375, 82574.515625, 73189.125, 53374.20703125, 53517.96875, 60686.34375, 42544.77734375, 27065.87109375, 45335.1484375, 15241.8076171875, 13098.796875, 12628.361328125, 13663.1123046875, 23801.91015625, 11824.537109375, 7376.83203125, 6536.193359375, 13962.953125, 8890.0927734375, 9377.5166015625, 11309.310546875, 7233.33984375, 10938.2734375, 7692.234375, 7692.3173828125, 12229.2314453125, 12729.775390625, 7554.0625, 4827.50927734375, 13356.8046875, 6485.1982421875, 10499.6337890625, 7485.24853515625, 5841.4853515625, 9549.8525390625, 8911.603515625, 5199.2802734375, 3648.680419921875, 4630.2119140625, 5978.4091796875, 2780.59716796875, 7099.7646484375, 3516.87841796875, 3682.667236328125, 8822.8837890625, 3793.292236328125, 5565.9892578125, 3358.05419921875, 10165.037109375, 5979.1962890625, 3125.99560546875, 5371.75439453125, 3486.673095703125, 5119.7939453125, 1535.827880859375, 3140.53125, 3970.92333984375, 1723.4368896484375, 2999.60595703125, 3961.74951171875]","[1197153.75, 1175388.625, 1156996.75, 1117740.25, 1066633.75, 1028091.125, 963192.625, 865887.0, 863200.3125, 837320.625, 819992.875, 763486.5, 567137.875, 262397.21875, 126850.9140625, 99107.0859375, 90302.3359375, 85372.28125, 86683.203125, 88186.5234375, 89300.390625, 93788.7265625, 99853.609375, 108102.734375, 115343.890625, 119882.6015625, 125150.9375, 126497.1484375, 133521.828125, 159500.71875, 157619.65625, 163751.9375, 180305.75, 215047.09375, 290437.1875, 327077.15625, 275264.5625, 420812.6875, 479602.3125, 326736.0, 269678.15625, 287331.53125, 327940.0625, 264141.96875, 305880.25, 353869.125, 457757.65625, 450629.65625, 498041.0, 408056.09375, 439877.75, 444432.4375, 399410.8125, 368648.90625, 342293.9375, 313044.75, 300592.28125, 238244.46875, 183107.375, 130945.9140625, 124408.578125, 151132.75, 146064.375, 109328.921875, 98864.0859375, 96924.5703125, 98922.9609375, 89302.0078125, 86915.875, 88921.515625, 90695.875, 86654.4609375, 89128.2109375, 90809.1640625, 91073.390625, 90607.9765625, 92561.8515625, 95686.3515625, 98222.6328125, 99361.9140625, 103825.765625, 109250.296875, 108914.296875, 111127.6015625, 115801.4375, 123827.2890625, 129631.5, 131351.625, 124962.609375, 135182.65625, 154565.5, 156743.890625, 161408.03125, 158665.734375, 159376.0, 158619.03125, 152126.203125, 158104.703125, 159989.359375, 149955.65625]","[1073.90713718 1030.89438584  983.12805809  926.78618821  847.66823954
  688.67967351  499.2344583   351.1376702   252.23895854  185.65758215
  144.37423824  136.17916051  136.56531703  134.71496018  131.52599772
  133.23640687  131.0881214   129.29712291  128.9566424   126.69357397
  125.41062194  126.78991477  124.75354983  121.33347576  120.11060996
  119.62127555  118.88149592  117.62001203  117.73971834  116.5400136
  112.24755635  103.81860273  114.9440848   104.52013227  101.89522151
   95.04096572   96.03007829  125.72318979  109.16707952   94.711436
   94.16443613   86.44124025   76.61635905   55.87356605   56.02405971
   63.52810889   44.53702564   28.33328719   47.4580617    15.95553718
   13.71217547   13.21971079   14.30291615   24.91648445   12.37824582
    7.72226764    6.8422643    14.61679765    9.30638999    9.81663845
   11.8388927     7.57205613   11.450481      8.05243936    8.05252625
   12.80189082   13.32587378    7.9077973     5.05356751   13.98226504
    6.78888123   10.99130113    7.83576097    6.11502514    9.99704438
    9.32890801    5.44274746    3.81953752    4.84703128    6.25836071
    2.91080445    7.432226      3.68156361    3.85511584    9.2360338
    3.97092109    5.82662836    3.51530212   10.64103626    6.25918468
    3.2723769     5.62329804    3.64994387    5.35953902    1.60774624
    3.2875932     4.15687014    1.80414043    3.14006879    4.14726673]","[1107.44252061 1087.30841094 1070.2947697  1033.98003794  986.7033108
  951.04895832  891.01376366  800.99993993  798.514585    774.57424621
  758.54498753  706.27303637  524.63820777  242.73393232  117.34507452
   91.6802884    83.53534083   78.97473014   80.18741533   81.57808118
   82.60847839   86.76047145   92.37086954  100.00182904  106.70035404
  110.89894715  115.77248927  117.01781907  123.51608964  147.54819756
  145.80809642  151.48084231  166.79416012  198.93208834  268.67266715
  302.56694293  254.63703466  389.27820537  443.6623064   302.25135194
  249.46925749  265.79973977  303.36518549  244.34793582  282.95847134
  327.35119926  423.45462533  416.86077697  460.71925215  377.47755375
  406.91458739  411.12795982  369.4801248   341.02342657  316.64342273
  289.5860845   278.06676763  220.39111935  169.38583946  121.1332071
  115.08576016  139.80730011  135.11873443  101.1361296    91.45549812
   89.66132417   91.50996119   82.60997439   80.40265145   82.25799518
   83.89938921   80.160827     82.44920135   84.00418872   84.24861491
   83.81807763   85.6255349    88.51589394   90.86211363   91.91602045
   96.04536392  101.06339653  100.7525754   102.80002145  107.12361368
  114.54803121  119.91729142  121.50851524  115.59827391  125.05246012
  142.98280978  144.99795814  149.31258159  146.77578449  147.43282487
  146.73258116  140.72630674  146.25679529  148.00022087  138.71841435]"
